Stress_Level,Sector,Increased_Work_Hours,Work_From_Home,Hours_Worked_Per_Day,Meetings_Per_Day,Productivity_Change,Health_Issue,Job_Security,Childcare_Responsibilities,Commuting_Changes,Technology_Adaptation,Salary_Changes,Team_Collaboration_Challenges,Affected_by_Covid
Medium,IT,0,0,69.995,4.608,0,0,1,1,1,1,0,0,1
Low,Retail,1,1,5.454,6.172,1,0,0,0,0,0,0,1,1
Medium,IT,1,1,7.25,475.467,1,0,0,0,0,1,0,0,1
Medium,Healthcare,1,1,894.362,29.191,1,1,0,0,0,1,0,0,1
High,Education,1,0,6.79,1.181,1,1,0,0,1,1,0,1,1
Medium,Education,1,0,9.727,6.827,1,1,1,0,0,1,0,1,1
Medium,Healthcare,0,1,6.286,490.152,1,0,1,0,1,1,0,1,1
Medium,Healthcare,1,0,9.77,4.34,0,0,0,1,0,0,0,1,1
Low,IT,1,1,10.619,5.874,1,0,0,0,1,0,0,1,1
Medium,Retail,1,1,10.027,4.371,1,0,0,0,0,0,0,1,1
Low,Education,1,1,7.311,28.02,0,0,0,0,1,0,1,1,1
Low,Retail,1,1,3.749,3.737,0,1,0,1,1,1,0,1,1
Medium,Retail,1,1,9.164,29.824,1,0,1,0,0,1,0,0,1
Medium,Healthcare,0,1,7.749,32.494,1,0,1,0,0,0,1,0,1
High,Healthcare,1,1,60.432,2.113,0,0,0,0,0,1,0,1,1
High,IT,1,1,6.887,25.449,1,0,1,1,0,1,1,0,1
Medium,IT,0,1,10.868,5.341,1,0,1,1,0,0,0,1,1
Low,Healthcare,1,1,5.725,44.981,1,1,0,0,0,1,0,1,1
Medium,Healthcare,1,1,8.936,32.454,1,0,0,0,1,0,0,1,1
Medium,IT,1,1,8.435,2.457,1,1,0,0,1,0,0,1,1
Medium,Education,1,1,7.285,33.919,0,0,0,1,1,0,1,1,1
Medium,Education,1,1,9.289,1.474,0,1,1,0,0,1,0,1,1
Low,IT,0,1,11.264,4.189,0,1,1,0,0,1,1,1,1
Medium,Education,1,0,7.408,5.418,0,1,0,0,0,1,1,0,1
Medium,Education,1,1,7.513,7.55,0,0,0,1,0,0,0,1,1
Medium,Retail,1,1,92.441,23.451,0,0,0,0,0,0,0,0,1
Medium,Retail,1,1,9.836,5.355,1,0,0,1,0,0,0,1,1
Low,Healthcare,1,1,774.458,29.391,0,1,0,1,1,1,1,0,1
Low,Retail,1,0,7.389,23.073,1,0,1,0,1,0,0,0,1
Medium,Education,0,1,3.564,2.306,0,0,0,1,0,1,0,1,1
Low,Healthcare,0,0,6.443,421.11,0,0,1,1,0,0,0,1,1
Medium,Education,1,1,57.213,26.038,0,0,1,0,0,1,0,1,1
Low,IT,1,1,9.369,30.897,0,0,1,1,1,1,0,1,1
Medium,Education,1,1,7.512,33.393,0,0,1,0,1,1,0,1,1
High,Healthcare,1,1,7.433,2.89,0,0,0,1,0,0,0,1,1
Medium,IT,0,1,7.981,2.781,1,1,1,1,0,0,0,1,1
Low,Healthcare,1,1,62.596,356.26,0,0,0,0,0,0,0,1,1
Medium,IT,1,1,11.106,4.13,0,0,1,1,0,1,0,0,1
Medium,IT,1,1,10.596,4.101,0,0,1,1,1,0,0,1,1
Medium,Education,1,1,11.236,28.039,1,0,1,0,0,0,1,1,1
Medium,Education,0,1,9.366,4.54,0,1,1,0,1,1,0,1,1
Medium,Healthcare,0,1,7.941,60.953,0,0,0,0,0,1,0,0,1
Low,IT,1,0,1.122,40.353,0,1,1,0,1,1,0,1,1
Medium,Healthcare,1,0,6.638,5.995,1,0,0,1,0,1,0,1,1
High,Retail,1,1,6.257,735.719,0,1,1,0,1,0,0,0,1
High,Education,0,1,6.796,779.578,0,0,1,1,1,1,0,1,1
Medium,IT,0,0,9.045,22.176,1,0,0,0,0,0,0,0,1
High,Healthcare,1,1,6.475,2.225,1,0,0,0,1,1,0,1,1
High,Healthcare,1,1,7.689,3.333,0,0,1,1,0,1,0,0,1
Medium,IT,1,1,4.796,4.193,0,0,0,1,1,1,0,1,1
Medium,Education,0,1,8.962,6.379,1,0,0,0,0,0,1,1,1
High,IT,1,1,4.965,49.408,0,0,0,1,0,1,1,0,1
High,Education,0,1,6.135,21.95,0,0,1,1,0,1,0,0,1
Medium,Healthcare,0,1,10.434,3.082,0,0,1,0,1,0,0,1,1
High,Healthcare,1,1,1.036,3.936,1,1,0,0,0,1,0,0,1
Low,IT,0,1,8.748,17.662,0,0,0,1,1,0,0,0,1
Medium,Retail,0,0,855.132,4.02,0,0,1,1,0,0,0,0,1
Low,Retail,1,1,69.38,22.173,0,0,0,1,1,1,0,0,1
Low,Healthcare,1,1,6.454,15.239,0,0,0,1,1,1,0,1,1
Low,IT,1,1,7.275,25.795,1,0,0,0,0,1,0,1,1
Medium,Retail,1,1,49.726,4.616,0,0,1,0,1,0,0,1,1
Medium,Retail,0,1,8.504,4.606,0,0,0,0,0,1,0,0,1
Low,Healthcare,0,1,809.766,414.498,0,0,1,0,1,0,0,1,1
Medium,Healthcare,1,0,6.133,5.487,1,0,0,1,1,1,0,0,1
Medium,IT,1,1,11.137,5.328,0,0,1,0,1,1,0,1,1
Medium,Healthcare,1,0,9.213,4.306,1,0,0,0,1,1,0,1,1
Low,IT,0,0,9.383,4.099,0,0,0,0,1,0,1,1,1
Low,Retail,1,1,7.025,41.943,1,0,1,1,1,1,1,1,1
Medium,Education,0,0,7.997,3.778,0,0,1,0,0,0,1,1,1
Medium,Retail,1,1,9.254,7.384,0,0,0,0,1,1,0,1,1
Medium,Retail,1,1,8.305,5.703,1,0,0,0,1,0,0,0,1
Low,Retail,1,1,11.203,4.596,0,0,0,0,0,0,1,1,1
High,IT,1,0,75.924,21.755,1,0,0,1,1,1,0,0,1
Medium,Retail,1,1,6.99,6.141,0,0,0,1,0,1,0,1,1
High,Healthcare,1,1,9.268,3.115,1,0,1,0,0,1,0,0,1
Low,Healthcare,1,1,5.47,38.383,0,1,0,0,0,1,0,1,1
Medium,Retail,0,1,9.848,553.536,0,0,0,0,1,0,1,0,1
Medium,IT,1,1,5.398,4.33,0,0,1,0,1,0,0,1,1
High,Healthcare,0,1,92.771,6.003,0,0,1,0,0,1,0,1,1
Medium,Retail,1,1,6.703,34.718,0,0,1,0,0,1,0,0,1
Medium,IT,1,0,8.953,6.536,0,0,1,0,1,0,0,1,1
Medium,Retail,1,1,9.814,28.332,1,0,0,0,1,1,0,1,1
High,Education,0,1,8.306,5.976,1,0,0,0,1,1,0,1,1
Medium,IT,0,1,560.075,6.023,0,1,1,0,1,0,0,1,1
Low,Retail,1,1,6.206,23.497,1,1,0,0,1,1,0,1,1
Medium,Retail,1,0,6.542,44.469,0,0,0,1,1,1,0,1,1
Medium,Education,1,1,4.209,33.993,1,1,1,0,1,0,1,1,1
Low,Education,1,1,10.254,3.887,0,1,0,0,0,1,1,1,1
High,Healthcare,1,1,8.22,4.062,0,0,1,0,0,0,0,1,1
Medium,IT,1,1,572.896,2.213,1,0,0,1,0,1,0,1,1
Medium,Healthcare,0,0,10.911,23.261,0,0,0,1,1,1,0,1,1
High,Healthcare,0,1,65.973,4.348,1,0,0,0,1,1,1,1,1
Medium,Retail,0,0,8.501,300.05,1,1,0,0,1,0,1,1,1
High,Retail,1,1,6.349,60.115,1,0,1,1,0,0,0,1,1
Medium,Education,1,1,39.634,37.12,1,0,0,0,1,0,0,1,1
Medium,Healthcare,1,1,5.271,5.078,0,0,1,1,0,1,1,0,1
Low,Healthcare,1,0,7.103,4.664,1,1,1,0,1,1,1,1,1
High,Retail,1,1,9.796,3.098,0,1,1,0,1,1,0,1,1
High,Healthcare,0,1,8.693,10.295,1,0,1,1,1,0,0,1,1
Low,Healthcare,0,1,828.041,5.777,0,0,0,1,0,1,1,1,1
High,Healthcare,1,1,3.979,2.531,0,0,1,0,0,0,0,1,1
Medium,Retail,1,1,1.054,33.943,1,1,1,1,0,1,0,1,1
Medium,Retail,1,0,8.447,3.773,1,1,1,0,1,1,0,1,1
High,Retail,1,1,776.116,39.234,1,0,0,0,1,1,1,1,1
Low,IT,0,1,10.264,5.442,0,0,0,1,0,1,1,1,1
Medium,Retail,1,0,10.494,4.008,0,1,1,0,0,1,0,1,1
High,Healthcare,0,1,10.309,3.808,1,0,0,1,1,1,0,1,1
Medium,Education,1,1,75.058,5.527,0,1,0,1,1,1,1,1,1
Medium,IT,1,1,5.993,4.9,1,0,0,0,0,0,0,1,1
High,Education,1,0,9.977,28.966,1,0,0,1,0,1,1,0,1
Low,Retail,1,1,5.269,22.792,1,0,0,0,1,0,0,0,1
Medium,Retail,0,1,11.894,2.764,1,1,0,1,1,0,0,0,1
High,Education,1,1,8.055,39.261,1,0,0,0,0,0,1,1,1
Medium,Education,1,1,5.878,21.309,0,0,0,0,1,1,0,1,1
Medium,Education,1,0,5.536,4.136,1,0,0,1,0,1,1,1,1
Medium,IT,1,1,5.444,38.062,0,0,0,0,1,0,1,1,1
High,Retail,1,1,8.28,18.622,0,0,1,0,1,1,0,1,1
High,Education,1,1,7.987,18.907,1,0,0,0,1,0,0,0,1
Low,Healthcare,1,1,5.528,32.862,1,0,0,1,0,0,0,0,1
Medium,Education,1,1,7.287,3.484,1,1,0,0,1,1,0,1,1
High,IT,0,1,5.264,5.611,0,0,1,0,1,0,0,1,1
High,Healthcare,1,1,9.178,11.64,1,0,0,1,1,1,0,1,1
Medium,Retail,1,1,78.908,2.016,1,0,0,0,0,1,1,1,1
Medium,IT,1,0,7.243,37.543,1,0,0,0,0,0,0,1,1
Medium,Healthcare,1,1,5.423,24.043,0,0,0,1,0,1,0,1,1
High,Healthcare,1,1,7.399,2.396,1,0,1,1,0,1,0,0,1
High,Healthcare,0,1,7.17,48.123,1,0,1,0,1,0,0,1,1
Medium,Retail,1,1,8.635,3.257,1,0,1,1,0,1,0,1,1
Low,IT,1,1,833.403,17.699,0,1,0,0,1,1,0,1,1
Low,Education,1,1,9.584,8.684,0,0,0,1,0,1,0,1,1
High,IT,0,1,7.03,7.312,0,0,1,0,0,1,0,1,1
Medium,Education,1,1,4.279,5.692,0,0,0,0,1,0,0,1,1
High,Healthcare,1,1,9.982,3.322,0,1,0,1,0,1,0,0,1
Medium,Healthcare,1,1,6.127,4.131,1,0,0,1,0,1,0,1,1
High,Healthcare,1,1,5.786,32.672,1,0,0,0,1,0,0,1,1
Medium,Healthcare,1,1,7.913,4.765,0,1,0,0,0,1,0,1,1
Medium,Education,1,1,8.604,2.718,0,0,1,0,1,1,0,1,1
High,Retail,1,1,6.938,31.852,0,0,0,1,1,0,1,1,1
Medium,Retail,0,1,6.922,4.683,0,0,1,0,0,1,0,1,1
Low,Education,0,1,7.217,6.18,1,0,0,0,0,1,0,1,1
Low,Healthcare,1,1,10.833,5.112,0,0,0,0,0,0,1,1,1
Medium,Retail,1,1,79.946,5.85,1,0,1,0,0,0,0,1,1
High,IT,1,1,6.064,3.531,0,1,0,0,0,0,0,1,1
Medium,IT,1,1,60.844,3.065,1,1,0,1,0,1,1,1,1
High,Education,1,1,7.498,10.924,1,1,0,1,0,1,0,0,1
Low,Education,1,1,8.475,4.108,0,0,0,0,0,1,0,1,1
Low,Healthcare,1,1,8.967,45.685,1,0,1,1,0,1,1,1,1
High,Healthcare,1,1,824.831,35.499,0,1,0,0,1,1,0,1,1
High,Healthcare,1,1,6.316,2.834,0,0,0,1,1,1,0,1,1
Low,IT,1,1,7.152,5.865,1,1,0,0,0,1,0,0,1
Medium,Education,1,1,9.467,4.947,1,0,0,1,0,1,0,1,1
Medium,Retail,1,1,5.707,5.969,1,1,1,1,1,0,0,0,1
Low,IT,1,1,7.068,25.696,0,1,1,0,0,1,0,0,1
High,Education,1,1,9.194,2.937,0,0,1,0,0,0,0,0,1
Medium,Healthcare,0,1,9.75,5.804,0,0,0,0,0,1,0,0,1
Medium,IT,1,1,7.614,39.289,0,1,1,0,1,0,0,0,1
Low,IT,0,1,71.775,31.463,0,0,1,0,1,0,0,1,1
Low,Education,0,1,5.355,32.507,1,0,1,0,1,1,1,1,1
Medium,IT,1,0,905.127,3.983,1,1,1,1,0,0,0,0,1
Low,IT,0,1,10.637,5.504,1,1,1,0,0,1,0,0,1
Medium,Retail,1,0,13.13,37.592,1,0,1,0,1,1,0,1,1
High,Retail,1,1,8.772,5.185,0,0,0,0,1,0,0,1,1
Low,Healthcare,1,1,7.898,4.701,0,0,0,0,0,1,1,1,1
Medium,Healthcare,1,1,6.16,26.824,0,0,1,0,1,0,0,1,1
High,Retail,0,1,4.242,2.681,0,0,0,0,0,0,1,1,1
Medium,Retail,0,1,8.353,33.246,1,0,0,1,0,0,0,1,1
High,Retail,1,1,12.7,19.947,1,0,0,0,1,0,0,1,1
Low,IT,1,0,10.541,32.287,1,0,0,1,1,1,0,1,1
Medium,Retail,1,0,10.233,6.27,0,0,0,0,1,0,0,1,1
Medium,Retail,1,1,849.12,3.952,1,1,1,1,1,1,0,1,1
High,Retail,1,0,8.719,285.032,0,0,1,0,0,1,0,0,1
Medium,Healthcare,0,1,3.152,6.873,1,1,0,1,0,0,1,1,1
Medium,Education,1,1,9.525,26.04,1,1,0,1,0,1,0,1,1
High,Education,1,1,6.841,25.571,0,0,0,0,1,1,0,1,1
High,IT,0,1,6.596,5.844,0,0,0,1,1,0,0,0,1
High,Retail,1,1,7.353,4.991,1,1,1,0,0,1,0,1,1
Medium,Education,0,0,7.285,38.049,1,1,1,1,1,1,1,1,1
Medium,Retail,1,1,6.564,5.247,0,1,0,0,1,1,0,1,1
Medium,Education,1,0,8.027,4.45,1,0,0,0,1,1,0,1,1
Medium,Retail,0,1,6.883,22.207,1,0,1,1,0,1,0,1,1
Medium,IT,1,1,8.2,4.036,0,1,0,0,1,1,0,1,1
High,Retail,0,0,50.256,3.148,0,1,0,1,1,1,0,0,1
Medium,IT,1,1,75.718,5.627,0,0,1,1,0,0,1,1,1
High,Education,0,0,5.807,3.357,0,0,1,1,0,1,1,1,1
Low,Retail,1,1,6.717,4.69,0,0,0,1,1,1,0,1,1
Medium,IT,1,1,8.286,42.767,0,0,0,0,0,0,0,1,1
Medium,Education,1,1,47.92,14.597,0,0,0,1,0,0,0,0,1
Medium,Retail,1,1,6.355,3.39,0,0,1,0,0,1,0,0,1
Low,Healthcare,1,1,9.137,4.538,1,0,0,0,0,1,0,0,1
Low,IT,1,1,5.173,281.928,1,0,0,0,0,0,1,1,1
High,Retail,1,1,11.555,3.456,0,1,1,0,1,1,1,1,1
High,Healthcare,1,0,10.408,4.587,1,0,1,0,0,0,1,1,1
Low,Healthcare,1,0,7.01,41.089,0,1,0,0,1,1,0,0,1
Medium,Retail,0,1,6.425,5.57,1,0,1,0,1,0,1,1,1
Medium,Healthcare,1,1,8.403,4.575,1,1,1,1,0,1,0,1,1
Medium,Education,0,1,5.105,25.662,0,1,0,0,1,1,0,1,1
Medium,IT,1,1,39.957,3.283,1,1,1,1,0,1,0,0,1
High,IT,1,1,7.081,40.304,1,1,0,0,0,1,1,1,1
High,Education,1,0,7.731,6.007,0,0,0,0,1,1,1,1,1
Low,Retail,0,1,818.885,32.897,1,1,0,0,0,0,1,1,1
Medium,IT,0,1,6.77,14.011,1,0,1,1,1,1,1,1,1
Low,IT,1,1,10.547,4.66,1,1,0,1,0,0,1,0,1
Medium,Education,1,1,5.009,28.666,0,0,0,0,1,1,0,0,1
High,Retail,1,1,5.723,20.72,1,0,1,0,1,1,0,0,1
Medium,Education,1,1,8.973,4.028,1,1,1,1,1,1,0,0,1
Medium,Healthcare,1,1,5.676,5.459,1,1,0,0,1,1,1,1,1
High,Retail,1,0,5.599,31.391,0,0,1,0,1,0,0,1,1
High,IT,0,0,8.246,4.744,0,1,0,1,0,1,1,0,1
Medium,Retail,1,1,5.892,5.022,0,0,0,0,0,0,0,0,1
Medium,Healthcare,0,1,7.733,5.187,0,0,0,0,0,1,0,1,1
High,Healthcare,1,0,6.6,29.015,0,1,0,1,1,0,0,1,1
Low,Healthcare,0,1,6.276,2.318,0,0,1,1,1,1,0,1,1
Low,Healthcare,1,1,37.953,25.228,1,0,0,0,1,1,0,0,1
High,Healthcare,0,0,8.279,5.186,1,1,0,0,1,1,0,1,1
Low,Healthcare,0,1,5.505,5.001,1,0,1,1,1,0,0,1,1
Medium,Retail,1,1,76.635,25.642,1,0,1,1,0,1,1,1,1
Medium,Retail,0,1,697.579,7.198,1,0,0,1,0,1,1,1,1
High,Education,0,1,7.586,2.385,0,0,1,1,0,1,0,1,1
High,IT,1,1,7.7,5.499,1,1,0,1,1,0,0,0,1
High,Education,0,1,8.387,6.279,1,0,0,1,0,1,0,1,1
Low,Education,0,1,65.444,4.164,0,1,0,1,0,1,0,1,1
Medium,IT,1,1,10.485,28.454,0,0,0,1,0,0,0,0,1
Medium,Retail,1,1,4.305,28.781,0,0,1,0,1,1,1,1,1
High,Retail,1,1,7.546,3.606,1,0,1,0,1,1,0,1,1
Medium,Healthcare,1,1,9.672,562.13,0,0,1,0,1,0,0,1,1
Low,IT,1,0,8.953,22.001,1,0,0,1,1,0,0,1,1
Medium,Retail,0,1,6.05,12.418,0,1,0,0,1,1,0,0,1
Medium,IT,1,1,6.383,4.543,1,0,1,1,0,0,0,1,1
Medium,IT,1,1,5.986,487.241,1,0,0,0,1,1,0,1,1
Medium,Education,1,1,9.198,6.951,1,0,0,1,0,1,1,0,1
Low,Education,1,1,6.52,19.265,1,1,0,0,0,0,0,1,1
High,IT,0,1,85.102,37.977,0,0,0,1,0,1,1,1,1
Medium,IT,1,1,852.86,5.742,1,1,0,0,0,1,0,1,1
Medium,IT,1,1,12.736,4.181,1,1,0,1,0,0,0,0,1
Medium,Healthcare,1,1,8.626,3.706,1,0,0,1,0,0,0,1,1
High,Healthcare,0,0,6.377,5.184,1,0,0,1,0,1,0,1,1
Medium,IT,0,0,5.079,3.1,0,0,0,0,0,0,1,1,1
High,IT,0,1,7.448,5.277,1,0,0,1,1,0,0,1,1
Low,Healthcare,1,1,77.618,2.119,0,0,0,0,0,1,0,1,1
High,Education,0,1,35.786,17.208,0,1,0,0,0,1,0,1,1
High,Healthcare,0,1,6.572,35.896,1,0,1,1,0,1,1,0,1
Medium,Education,1,1,8.594,1.55,0,1,0,0,1,1,1,1,1
Low,Retail,0,1,693.528,4.127,1,1,1,0,1,1,0,0,1
High,Education,1,1,9.937,1.401,1,0,1,0,1,1,0,1,1
Medium,Retail,1,0,488.328,4.423,1,0,1,1,1,1,0,1,1
High,IT,1,1,9.353,4.278,1,0,1,0,1,1,0,0,1
High,Retail,1,1,9.827,3.898,1,0,1,0,0,1,0,1,1
Medium,Healthcare,1,1,9.912,4.654,1,1,1,0,0,0,1,1,1
High,IT,1,1,4.868,430.629,1,0,1,0,0,1,0,0,1
Medium,Retail,0,0,8.629,35.604,1,0,0,0,0,1,0,1,1
Medium,Healthcare,0,1,666.249,6.746,0,0,1,0,0,1,0,1,1
High,Education,0,1,5.187,4.589,1,0,1,0,1,0,0,1,1
Medium,IT,1,1,7.172,5.157,1,0,0,0,0,1,0,1,1
Medium,Education,1,1,6.19,5.609,1,0,1,0,0,0,1,0,1
Medium,Healthcare,1,1,9.841,5.002,1,0,1,0,1,1,0,1,1
Medium,Retail,1,1,9.026,7.094,1,0,0,0,1,0,0,0,1
Low,IT,0,0,5.695,4.249,0,1,0,1,1,0,1,1,1
Low,Education,1,1,65.515,3.989,1,0,0,1,0,0,0,1,1
Low,Retail,0,1,7.238,3.025,1,1,1,0,0,1,0,0,1
Low,Education,0,1,78.551,36.155,0,0,0,0,1,0,1,0,1
High,Education,1,1,1.001,2.903,1,0,1,0,0,1,0,1,1
Low,IT,0,1,9.381,50.158,1,0,0,0,0,1,0,1,1
Medium,Healthcare,0,1,810.278,26.315,0,0,0,1,1,0,0,1,1
Medium,Retail,1,0,7.478,4.11,0,1,1,0,0,1,0,1,1
High,IT,0,1,4.453,4.839,1,0,0,0,0,0,0,0,1
Medium,Healthcare,1,0,10.583,4.225,0,1,1,1,0,0,0,1,1
High,Retail,1,0,7.105,26.561,0,0,1,1,0,0,0,0,1
Medium,IT,1,1,11.109,5.048,0,1,0,1,0,1,0,1,1
Low,IT,1,0,839.221,3.871,1,0,1,0,1,0,0,1,1
Low,Education,0,1,1.205,30.906,1,0,0,1,0,1,0,1,1
Medium,Education,1,1,9.212,25.249,0,0,0,1,0,0,0,1,1
Low,Healthcare,1,1,5.135,61.016,1,1,0,0,0,1,0,1,1
Medium,IT,1,1,6.771,6.226,1,0,1,0,1,1,1,0,1
Medium,Retail,0,1,76.617,4.789,1,0,1,1,0,1,0,1,1
High,Healthcare,1,1,6.252,5.176,0,0,0,0,0,0,0,0,1
Low,Healthcare,1,1,7.245,2.832,1,0,0,0,0,0,0,1,1
Medium,IT,0,0,5.266,36.097,0,0,1,0,1,0,0,0,1
Low,Education,1,1,8.011,5.853,1,0,0,0,1,1,0,1,1
High,Healthcare,0,1,847.482,4.638,0,0,0,0,1,0,1,0,1
Medium,Retail,1,1,59.917,4.097,1,0,1,0,0,0,0,0,1
Medium,Retail,0,1,11.88,3.719,0,0,0,1,0,0,1,0,1
High,Education,1,1,8.127,5.761,1,0,0,0,1,1,0,1,1
Medium,IT,1,1,6.366,568.304,0,0,1,1,0,0,0,1,1
Low,Healthcare,1,1,4.74,4.974,1,0,0,0,0,1,0,0,1
High,Healthcare,1,1,8.119,4.099,1,1,1,1,0,1,0,1,1
Medium,IT,1,1,7.479,3.464,0,1,0,0,0,1,0,1,1
High,Retail,1,1,9.566,5.039,1,0,0,0,1,0,0,0,1
Medium,Healthcare,0,0,7.713,23.471,0,1,1,0,0,0,0,1,1
Medium,Healthcare,0,1,56.125,2.658,1,1,0,0,0,1,0,1,1
Medium,Education,1,1,11.341,1.823,0,0,1,0,1,1,0,1,1
Low,Healthcare,0,0,8.871,58.528,1,0,1,0,1,0,0,1,1
High,Education,1,1,7.491,29.19,0,0,1,0,1,0,0,0,1
Medium,Education,1,1,8.329,4.606,0,0,1,0,1,1,1,1,1
Low,Retail,0,1,8.948,3.811,0,1,1,0,0,1,0,0,1
Medium,Education,1,0,5.142,8.346,1,0,0,1,0,0,0,1,1
High,Education,1,1,831.538,4.662,1,1,0,0,1,0,1,1,1
High,Retail,1,1,7.099,12.067,1,0,1,1,0,0,0,1,1
Medium,Education,1,1,9.014,5.763,1,1,1,1,0,1,0,0,1
Medium,Education,1,1,6.519,34.192,1,0,0,0,1,0,0,1,1
Medium,Education,0,1,6.79,3.698,1,0,0,0,0,0,0,0,1
High,Retail,1,1,11.325,2.991,0,0,1,1,0,1,0,1,1
Medium,IT,1,1,10.461,4.293,1,1,1,0,0,0,0,1,1
Medium,Retail,1,0,14.088,42.737,0,1,0,0,1,0,0,1,1
Medium,Retail,0,1,10.313,30.317,1,0,0,0,0,1,0,1,1
High,Retail,0,0,7.852,3.237,1,0,0,0,0,1,0,1,1
Medium,Healthcare,1,1,6.583,4.151,0,0,0,1,1,1,0,0,1
Medium,Healthcare,1,1,5.985,4.859,0,1,0,0,0,1,0,1,1
Low,IT,1,1,61.017,18.377,0,0,0,1,1,1,0,1,1
Low,Healthcare,1,1,664.012,6.504,1,0,0,1,0,0,0,1,1
High,IT,1,1,57.457,4.491,1,1,0,1,1,0,1,1,1
High,IT,1,1,5.29,3.212,1,0,1,1,1,0,0,1,1
High,Education,0,0,5.919,14.558,1,0,1,0,1,0,0,0,1
Medium,Retail,0,0,8.646,3.915,0,0,0,0,0,1,0,1,1
Medium,IT,0,1,8.1,5.477,0,1,0,1,1,0,0,1,1
Low,Healthcare,1,1,9.111,7.958,0,0,1,1,1,1,1,1,1
Medium,Healthcare,1,1,78.672,6.838,0,1,0,0,0,1,1,0,1
High,Healthcare,1,1,5.386,2.669,0,0,0,1,1,0,0,0,1
Low,Education,1,1,8.988,3.256,0,0,0,0,0,1,0,1,1
Medium,Healthcare,1,1,599.062,1.792,1,0,0,0,0,1,0,1,1
Low,Healthcare,1,1,9.293,2.737,0,1,1,1,0,0,1,1,1
Medium,Retail,1,1,56.681,3.68,0,1,0,0,0,1,0,1,1
High,Retail,0,1,66.25,34.492,1,0,1,1,1,1,1,0,1
Medium,Retail,0,1,727.721,7.081,0,1,1,0,0,1,0,1,1
Medium,Healthcare,1,1,9.348,2.026,0,0,0,1,1,0,0,1,1
High,Healthcare,1,1,835.199,3.932,0,1,1,0,0,0,0,1,1
High,Education,1,1,8.04,9.048,1,0,1,1,0,1,0,1,1
High,Retail,1,1,1.177,4.496,1,0,1,0,1,1,0,1,1
Medium,Education,1,1,43.26,19.874,1,0,0,0,0,0,0,1,1
Medium,Education,0,1,5.923,5.653,0,1,0,1,0,1,1,1,1
Low,Healthcare,0,0,5.837,35.634,0,0,0,0,1,0,0,1,1
Medium,Healthcare,0,1,4.458,18.97,0,0,0,1,0,0,0,1,1
Low,Education,1,1,6.56,845.947,0,0,1,0,1,1,0,1,1
High,Retail,0,0,9.375,25.32,1,1,1,1,0,1,0,1,1
Medium,Education,1,1,6.816,43.59,1,1,1,1,1,0,0,0,1
High,Education,1,0,7.333,4.632,0,0,1,0,1,1,0,0,1
High,IT,0,1,45.548,325.234,1,0,0,1,0,1,0,0,1
High,IT,0,1,64.069,5.388,0,1,1,0,1,1,1,1,1
High,Retail,1,1,7.076,22.963,0,0,1,0,1,0,0,1,1
Low,Healthcare,1,1,9.284,39.058,0,1,0,0,0,1,1,1,1
High,Retail,1,1,4.65,4.423,1,0,1,0,1,1,0,1,1
Medium,Healthcare,1,1,7.089,5.935,0,0,0,1,1,0,0,1,1
High,IT,0,1,10.173,5.949,1,0,0,0,1,1,1,1,1
High,Healthcare,1,1,7.109,20.502,0,0,0,0,0,0,0,1,1
Low,Retail,1,1,3.768,31.829,0,0,0,1,0,0,0,1,1
High,Education,1,1,10.558,5.085,0,0,1,1,1,0,0,1,1
Medium,IT,1,1,9.469,3.059,0,0,0,1,0,1,0,1,1
Medium,Retail,1,0,9.738,4.158,1,0,0,0,1,0,0,1,1
Medium,Education,0,1,45.124,29.253,1,1,1,0,1,0,1,1,1
High,Healthcare,1,1,11.024,23.659,0,1,1,0,0,1,0,1,1
High,IT,1,0,6.453,2.655,1,1,1,1,0,0,0,1,1
Medium,IT,1,1,6.981,5.433,0,1,1,0,0,0,0,1,1
Medium,Education,1,1,6.594,4.02,1,0,0,0,0,1,0,1,1
Medium,Retail,1,1,9.893,59.078,1,1,1,0,1,1,0,1,1
Medium,Retail,1,0,7.64,4.78,0,1,1,0,1,0,1,1,1
Low,IT,0,1,8.963,6.409,1,0,0,0,1,1,0,0,1
Medium,Retail,1,1,8.151,5.227,0,1,0,0,1,1,0,0,1
Medium,IT,1,1,7.809,5.139,0,0,1,1,0,0,0,1,1
High,IT,1,1,6.106,3.819,1,0,0,1,1,1,0,0,1
Low,IT,1,1,1.162,8.513,0,0,1,1,1,0,0,1,1
Medium,Education,0,1,5.073,4.169,0,1,0,1,0,1,0,0,1
Medium,Education,0,1,882.45,10.398,0,0,1,0,0,0,0,1,1
Medium,IT,1,1,8.753,440.205,1,0,1,1,0,0,1,0,1
Medium,Healthcare,1,1,1.03,2.526,0,0,1,0,1,0,0,1,1
Medium,Healthcare,1,1,10.776,5.525,0,0,1,0,0,0,0,0,1
Medium,Healthcare,1,0,7.725,5.088,0,0,0,1,1,0,0,1,1
High,Education,1,1,9.06,37.127,0,0,0,0,1,1,1,1,1
Medium,Healthcare,0,0,11.529,2.668,1,1,0,0,1,0,1,1,1
Medium,Retail,1,0,7.869,4.219,0,0,0,0,0,1,0,0,1
Medium,Healthcare,1,1,5.867,30.381,1,0,0,0,1,1,0,1,1
Medium,Retail,0,1,7.231,5.181,1,0,0,0,0,0,0,0,1
Low,IT,0,1,5.39,48.34,0,1,1,1,1,1,0,1,1
